ind;time;sst;firmeza;dominant_HSV;long_gradient;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full;RG_rate;RB_rate;SH_rate;RG_diff_full;RB_diff_full;GB_diff_full;apex_R;apex_G;apex_B;equator_R;equator_G;equator_B;stalk_R;stalk_G;stalk_B;apex_equator_R_diff;equator_stalk_R_diff;apex_stalk_R_diff;apex_equator_G_diff;equator_stalk_G_diff;apex_stalk_G_diff;apex_equator_B_diff;equator_stalk_B_diff;apex_stalk_B_diff;region_0_R;region_0_G;region_0_B;region_1_R;region_1_G;region_1_B;region_2_R;region_2_G;region_2_B;region_3_R;region_3_G;region_3_B;region_4_R;region_4_G;region_4_B;region_0_H;region_0_S;region_0_V;region_1_H;region_1_S;region_1_V;region_2_H;region_2_S;region_2_V;region_3_H;region_3_S;region_3_V;region_4_H;region_4_S;region_4_V;region_0_L;region_0_a;region_0_b;region_1_L;region_1_a;region_1_b;region_2_L;region_2_a;region_2_b;region_3_L;region_3_a;region_3_b;region_4_L;region_4_a;region_4_b;0_1_R_diff;0_1_G_diff;0_1_B_diff;0_2_R_diff;0_2_G_diff;0_2_B_diff;0_3_R_diff;0_3_G_diff;0_3_B_diff;0_4_R_diff;0_4_G_diff;0_4_B_diff;1_2_R_diff;1_2_G_diff;1_2_B_diff;1_3_R_diff;1_3_G_diff;1_3_B_diff;1_4_R_diff;1_4_G_diff;1_4_B_diff;2_3_R_diff;2_3_G_diff;2_3_B_diff;2_4_R_diff;2_4_G_diff;2_4_B_diff;3_4_R_diff;3_4_G_diff;3_4_B_diff;0_1_H_diff;0_1_S_diff;0_1_V_diff;0_2_H_diff;0_2_S_diff;0_2_V_diff;0_3_H_diff;0_3_S_diff;0_3_V_diff;0_4_H_diff;0_4_S_diff;0_4_V_diff;1_2_H_diff;1_2_S_diff;1_2_V_diff;1_3_H_diff;1_3_S_diff;1_3_V_diff;1_4_H_diff;1_4_S_diff;1_4_V_diff;2_3_H_diff;2_3_S_diff;2_3_V_diff;2_4_H_diff;2_4_S_diff;2_4_V_diff;3_4_H_diff;3_4_S_diff;3_4_V_diff;0_1_L_diff;0_1_a_diff;0_1_b_diff;0_2_L_diff;0_2_a_diff;0_2_b_diff;0_3_L_diff;0_3_a_diff;0_3_b_diff;0_4_L_diff;0_4_a_diff;0_4_b_diff;1_2_L_diff;1_2_a_diff;1_2_b_diff;1_3_L_diff;1_3_a_diff;1_3_b_diff;1_4_L_diff;1_4_a_diff;1_4_b_diff;2_3_L_diff;2_3_a_diff;2_3_b_diff;2_4_L_diff;2_4_a_diff;2_4_b_diff;3_4_L_diff;3_4_a_diff;3_4_b_diff;area;height;width;diameter;bcd;cd;dd
1239palmer_sem11_num20;180;13;11.4;1.5;-0.015372945;39.12254951;30.99202659;20.1557044;49.13635832;96.94902957;40.08944641;31.53120705;129.6423047;134.2055288;1.380646071;1.944429998;0.52828016;8.130522926;18.96684511;10.83632218;30.01975324;15.64905778;16.51311477;46.18668991;36.55836865;20.48185628;33.98367477;32.75740599;20.07040424;-16.16693667;12.20301514;-3.963921535;-20.90931087;3.800962668;-17.10834821;-3.968741514;0.411452038;-3.557289476;40.20391613;30.00341463;22.54818862;38.18731509;23.21360229;16.18889709;45.26454746;35.58039035;19.60225239;39.12785355;34.63002373;18.55950462;33.5145908;32.86805687;22.34833192;50.10749513;49.106206;33.74877682;76.87716328;116.2938379;37.9305704;57.2528826;137.1378168;46.40677596;39.87829155;122.8630355;41.11986609;21.62747039;59.57772764;35.91425372;22.17960994;130.5636677;129.0682974;25.82194245;132.7875601;133.2241893;38.14356285;130.0950209;138.9607207;34.57299171;127.6798173;137.5470811;31.25686559;127.0778334;132.2472954;2.016601043;6.78981234;6.359291529;-5.060631336;-5.576975726;2.945936231;1.076062582;-4.626609103;3.988684004;6.689325326;-2.864642243;0.199856699;-7.077232379;-12.36678807;-3.413355298;-0.940538461;-11.41642144;-2.370607525;4.672724283;-9.654454584;-6.15943483;6.136693918;0.950366623;1.042747773;11.74995666;2.712333483;-2.746079532;5.613262744;1.76196686;-3.788827305;-26.76966815;-67.18763191;-4.181793575;-7.145387473;-88.03161076;-12.65799913;10.22920358;-73.75682946;-7.371089272;28.48002474;-10.47152164;-2.165476902;19.62428067;-20.84397885;-8.476205559;36.99887172;-6.569197547;-3.189295697;55.24969289;56.71611027;2.016316673;17.37459105;14.27478131;5.286909862;35.62541222;77.56008912;10.49252223;18.25082117;63.28530781;5.20561237;-3.642332502;-2.223892407;-4.155891873;-15.9639529;0.468646713;-9.892423286;-12.39338177;2.883850397;-8.478783646;-9.077255648;3.485834295;-3.17899801;-12.3216204;2.692539121;-5.736531413;-8.751049268;5.107742804;-4.322891773;-5.434923145;5.709726702;0.976893864;3.570571132;2.415203684;1.41363964;6.886697255;3.017187582;6.713425276;3.316126123;0.601983898;5.299785637;5058024.5;3353;2004;2537.717646;1.058490181;-0.022804509;-1.173313737
1241palmer_sem11_num21;180;12.3;8.05;1;0.006729505;49.02908401;31.55945357;17.8668483;32.33725009;123.4470516;49.10509907;35.5379415;133.0042036;136.9423586;1.602286569;2.745215722;0.262737302;17.46963045;31.16223571;13.69260526;43.17707825;17.32828113;12.8650588;56.31047332;35.15748685;19.06656404;43.02480896;35.18567948;17.42159545;-13.13339506;13.28566436;0.152269299;-17.82920572;-0.028192634;-17.85739836;-6.201505242;1.644968591;-4.556536651;47.76539684;26.25297622;15.87532152;47.24846007;23.88456653;14.25911264;54.77714096;34.2127015;17.85196595;51.44405113;36.17673555;15.29162253;42.88027904;36.51766365;20.80743223;48.49776275;79.17984514;43.67011095;54.1149199;144.5095655;46.2859541;26.97989548;163.6536195;55.19036438;18.83589723;155.7287664;51.78321033;13.22676801;74.36400285;43.21251189;26.58245439;133.032277;131.3857625;29.58487203;136.2912507;136.103107;40.46710998;135.4394027;141.4433268;40.01074134;131.9859525;141.779508;37.27682714;128.2617628;134.0213208;0.516936774;2.368409692;1.616208877;-7.011744116;-7.959725279;-1.976644437;-3.678654288;-9.923759332;0.583698992;4.885117808;-10.26468743;-4.93211071;-7.528680891;-10.32813497;-3.592853314;-4.195591062;-12.29216902;-1.032509885;4.368181034;-12.63309712;-6.548319587;3.333089829;-1.964034052;2.560343428;11.89686192;-2.304962149;-2.955466273;8.563772096;-0.340928097;-5.515809701;-5.617157154;-65.32972031;-2.615843152;21.51786726;-84.47377431;-11.52025343;29.66186552;-76.54892129;-8.113099384;35.27099474;4.815842294;0.457599058;27.13502442;-19.144054;-8.904410275;35.27902267;-11.21920098;-5.497256232;40.88815189;70.14556261;3.07344221;8.143998253;7.92485302;3.407154043;13.75312747;89.28961661;11.97785249;5.609129222;81.36476359;8.570698442;-3.002417635;-3.258973701;-4.717344558;-13.88465559;-2.407125697;-10.05756435;-13.42828695;1.04632446;-10.39374551;-10.69437275;4.770514211;-2.635558288;-10.88223795;0.851848004;-5.340219789;-10.42586931;4.305298161;-5.676400953;-7.691955114;8.029487912;2.081786269;0.456368641;3.453450157;-0.336181164;3.190282838;7.177639909;7.422006058;2.733914197;3.724189752;7.758187222;5276099;3340;2089;2591.769448;1.060302555;-0.022725476;-1.176241554
1243palmer_sem11_num22;180;12.3;17.8;1.5;-0.01053436;49.69232321;24.67049413;21.36508797;38.60007088;108.177372;49.53410678;30.77444404;136.9995992;133.6880171;2.00656176;2.378487643;0.376894866;25.02182908;28.32723524;3.305406157;41.92040865;20.44055605;21.92952715;55.53543585;25.36220384;21.45588455;46.02723107;26.4061953;20.15025012;-13.6150272;9.508204783;-4.106822415;-4.921647789;-1.043991464;-5.965639253;0.473642592;1.305634437;1.77927703;54.40354574;42.92691713;36.2636206;46.34859202;17.97958712;17.62976658;54.29863711;23.53126873;19.69153303;53.29453671;24.51738003;18.34795017;44.85637238;29.05186466;22.86024435;57.32052219;49.14808062;44.83947207;68.11537222;125.1964389;45.52012002;35.14464359;148.96092;54.67735738;18.9365889;144.2027492;53.18235582;13.4275201;73.66211398;44.52759807;31.62085156;131.7705007;129.3768526;25.76354767;138.9442573;132.9290357;33.08101647;141.9732536;136.7580815;31.9308482;140.2761345;137.0807666;31.76819517;132.0501711;132.3156753;8.054953718;24.94733001;18.63385402;0.104908631;19.39564839;16.57208758;1.10900903;18.4095371;17.91567044;9.547173361;13.87505246;13.40337626;-7.950045086;-5.551681612;-2.061766445;-6.945944687;-6.537792907;-0.718183586;1.492219644;-11.07227754;-5.230477764;1.004100399;-0.986111295;1.343582859;9.44226473;-5.520595932;-3.168711319;8.438164331;-4.534484637;-4.512294179;-10.79485004;-76.04835827;-0.680647956;22.1758786;-99.81283934;-9.837885309;38.38393329;-95.0546686;-8.342883756;43.89300209;-24.51403336;0.311873994;32.97072863;-23.76448108;-9.157237354;49.17878332;-19.00631034;-7.6622358;54.68785212;51.53432491;0.992521949;16.20805469;4.75817074;1.495001553;21.71712349;75.29880598;10.1497593;5.509068799;70.54063525;8.65475775;5.857303892;-7.173756646;-3.55218307;-1.460164911;-10.20275294;-7.381228846;-0.309996635;-8.505633776;-7.703913955;-0.147343613;-0.279670455;-2.938822654;-7.317468803;-3.028996293;-3.829045777;-6.167300527;-1.33187713;-4.151730886;-6.004647505;6.894086192;0.613360416;1.150168276;1.697119163;-0.322685109;1.312821298;9.923082485;4.442406192;0.162653022;8.225963322;4.765091301;5167418.5;3295.5;2086;2565.015451;1.061805458;-0.022775703;-1.074787836
1245palmer_sem11_num23;180;12.7;13.1;2;-0.017087716;42.25279729;21.82148923;20.74747848;52.10017981;99.55089137;42.10129261;25.52039609;135.3500109;131.6268392;1.934187306;2.036854756;0.525666465;20.43130806;21.50531881;1.074010751;36.69534324;14.70487238;16.75085524;49.01615305;23.30242298;22.1574361;32.37983821;23.13626586;20.29754423;-12.32080981;16.63631484;4.315505028;-8.597550601;0.166157122;-8.431393479;-5.406580861;1.85989187;-3.546688992;42.90800063;24.1040802;20.63533024;42.48824829;15.82542285;16.80155378;48.13843998;21.57195426;20.41172264;42.17373927;21.13392836;18.2983723;33.07326803;25.66991785;22.84615931;53.85381473;49.02324258;40.21228625;100.4046047;122.4439709;41.8894987;55.0183715;143.2031952;48.49589661;31.10586966;130.5314904;42.09717804;20.17996126;52.85512303;32.82359161;25.21703807;131.333196;129.1994474;22.9517742;137.9137638;131.5562422;29.00655573;140.3163945;134.0059362;24.74841986;137.344425;133.4486836;24.66399903;129.8617427;129.936876;0.419752342;8.278657343;3.833776462;-5.230439348;2.532125936;0.223607606;0.734261364;2.970151836;2.336957944;9.834732603;-1.565837655;-2.210829071;-5.65019169;-5.746531406;-3.610168856;0.314509022;-5.308505507;-1.496818518;9.414980262;-9.844494998;-6.044605533;5.964700712;0.4380259;2.113350338;15.06517195;-4.097963591;-2.434436677;9.10047124;-4.535989491;-4.547787015;-46.55078992;-73.42072834;-1.677212444;-1.164556767;-94.17995263;-8.283610353;22.74794507;-81.50824781;-1.884891789;33.67385347;-3.831880452;7.388694642;45.38623316;-20.75922429;-6.606397909;69.29873499;-8.08751947;-0.207679345;80.22464339;69.58884789;9.065907086;23.91250184;12.67170482;6.398718564;34.83841024;90.34807218;15.67230499;10.9259084;77.67636736;9.273586431;2.26526387;-6.580567837;-2.356794749;-3.789517653;-8.983198588;-4.806488756;0.46861821;-6.011229081;-4.249236206;0.553039042;1.471453278;-0.737428593;-6.054781523;-2.402630751;-2.449694006;-1.796645661;0.569338756;-1.892441456;-1.712224829;8.052021115;1.619366156;4.258135862;2.971969507;0.55725255;4.342556694;10.45465187;4.069060162;0.084420832;7.482682359;3.511807612;5127330.5;3447;2029.5;2555.055523;1.023469268;-0.022780226;-1.18832319
1247palmer_sem11_num24;180;12.5;23.5;1;-0.010927036;45.28753692;32.27784002;22.69382342;23.48095687;97.25095003;45.44449092;34.68840954;131.637176;134.6015384;1.404266067;1.996617347;0.241773007;13.0096969;22.5937135;9.5840166;51.77583678;29.30812904;20.33098193;47.49129824;31.75045478;22.64739597;35.47583731;32.85048931;20.31649159;4.284538533;12.01546093;16.29999947;-2.442325738;-1.100034525;-3.542360263;-2.316414034;2.330904371;0.014490336;49.6458393;42.20020581;30.86495094;48.83791564;27.97252059;18.33110147;47.50186927;31.61174478;22.31482584;42.60750821;31.02741118;20.89377839;35.76175754;35.05867954;23.79153298;13.54996174;52.60237057;52.71357784;31.09630023;124.7704395;47.93902298;28.74765413;130.9856572;47.88461761;24.85720109;118.227582;42.55800195;19.21352829;59.96035504;37.33888204;40.68181045;130.7722443;131.8212524;33.48918968;134.7995323;136.0860422;35.72822007;134.0610262;136.6521063;32.57610314;131.6866748;135.8234894;33.94497012;126.8660207;132.644854;0.807923662;14.22768522;12.53384947;2.143970026;10.58846102;8.550125104;7.038331092;11.17279463;9.971172553;13.88408176;7.141526265;7.073417957;1.336046364;-3.639224198;-3.983724363;6.23040743;-3.054890591;-2.562676913;13.0761581;-7.086158954;-5.46043151;4.894361066;0.584333606;1.42104745;11.74011174;-3.446934757;-1.476707147;6.84575067;-4.031268363;-2.897754597;-17.5463385;-72.16806895;4.774554868;-15.1976924;-78.38328666;4.828960237;-11.30723936;-65.62521141;10.15557589;-5.663566553;-7.35798447;15.3746958;2.348646101;-6.215217715;0.054405369;6.23909914;6.542857536;5.381021022;11.88277194;64.81008448;10.60014093;3.890453039;12.75807525;5.326615652;9.534125844;71.0253022;10.54573556;5.643672805;58.26722694;5.219119911;7.192620772;-4.027287999;-4.264789802;4.953590383;-3.288781851;-4.830853816;8.105707307;-0.914430452;-4.002236973;6.736840327;3.906223618;-0.823601596;-2.239030389;0.738506148;-0.566064014;0.913086535;3.112857547;0.262552829;-0.455780445;7.933511617;3.441188207;3.152116924;2.374351399;0.828616843;1.783249944;7.195005469;4.007252221;-1.36886698;4.82065407;3.178635378;4927353.5;3316.5;1984;2504.729693;1.058283187;-0.022871688;-1.053430407
1249palmer_sem11_num25;180;14.2;9.75;1;-0.004511801;49.45410429;29.34931332;19.63119816;42.53447516;117.2907347;49.26777366;33.8837724;134.5150818;135.6669703;1.692809698;2.521263207;0.362776866;20.10479097;29.82290613;9.718115153;40.56537889;16.89818236;15.38194525;56.95834671;33.85814258;21.30178899;45.60086559;30.74113165;17.54319568;-16.39296782;11.35748111;-5.035486708;-16.95996022;3.117010929;-13.84294929;-5.91984374;3.758593308;-2.161250431;49.01922838;33.33741933;19.7999141;41.93705529;19.83168695;16.24912313;55.66823816;32.44828652;20.09514414;56.5874992;33.16485714;17.05283647;44.17460004;32.3818522;21.04560389;39.5455651;62.75627724;42.55656657;61.39075876;126.7992886;41.24574632;51.58410911;156.5527745;55.99768846;39.87140985;157.615998;56.45523169;20.28130373;83.04034085;43.87109824;26.93893794;132.0921009;130.4066071;24.91751924;136.1244749;133.1355256;39.65728241;137.1949457;139.8483146;39.46204652;136.6643796;141.1786876;34.06410052;130.5033551;133.7939272;7.082173085;13.50573238;3.55079097;-6.649009787;0.889132813;-0.295230034;-7.568270822;0.172562198;2.747077629;4.844628333;0.955567134;-1.245689791;-13.73118287;-12.61659957;-3.846021004;-14.65044391;-13.33317019;-0.803713341;-2.237544752;-12.55016525;-4.796480761;-0.919261035;-0.716570614;3.042307664;11.49363812;0.066434321;-0.950459757;12.41289916;0.783004935;-3.992767421;-21.84519366;-64.04301132;1.310820246;-12.03854401;-93.79649726;-13.44112189;-0.325844747;-94.85972081;-13.89866512;19.26426138;-20.28406361;-1.314531677;9.806649649;-29.75348593;-14.75194214;21.51934891;-30.81670949;-15.20948537;41.10945504;43.75894771;-2.625351923;11.71269927;-1.063223558;-0.457543229;31.30280539;73.51243364;12.12659022;19.59010612;74.5756572;12.58413345;2.021418701;-4.032374009;-2.72891848;-12.71834447;-5.102844793;-9.441707413;-12.52310858;-4.572278652;-10.77208044;-7.125162586;1.588745827;-3.38732008;-14.73976318;-1.070470784;-6.712788933;-14.54452729;-0.539904643;-8.043161957;-9.146581288;5.621119836;-0.6584016;0.19523589;0.530566141;-1.330373024;5.593181888;6.691590619;6.054387333;5.397945998;6.161024479;7.384760356;5005433.5;3380;1939;2524.502384;1.056730619;-0.022898438;-1.139595098
1251palmer_sem11_num26;180;13.7;11.6;1;-0.00982904;29.86584264;22.59909625;19.02483938;27.60576316;77.79880294;29.86038281;21.13904843;130.242449;130.6278168;1.322616384;1.570691708;0.357176089;7.266746383;10.84100326;3.574256875;27.18138077;15.96511749;14.47260466;31.57747994;23.63862072;19.59312748;26.75775904;23.48022351;18.03143262;-4.396099168;4.819720895;0.423621727;-7.673503235;0.158397209;-7.515106026;-5.120522818;1.561694863;-3.558827955;32.12277052;26.35373021;18.72621512;30.89467955;19.99894399;17.26270365;30.6537718;22.399166;18.61447515;27.41217264;21.46845586;17.0675483;27.85174956;25.77414306;20.2437316;31.03687348;55.86950186;30.88528425;39.20684245;93.06613277;31.28755398;31.22902611;99.44298681;31.38649084;21.19569292;91.41816356;27.4105721;15.40420204;49.4132285;28.02631079;20.63362916;130.0235655;129.4505833;20.80723957;131.8787974;130.7560271;22.43859511;131.1452649;131.5832848;19.16484692;130.1197646;131.0669063;22.8552971;128.0455196;130.2925249;1.228090971;6.354786217;1.463511472;1.468998722;3.954564216;0.111739968;4.710597877;4.885274355;1.658666825;4.271020956;0.579587149;-1.517516483;0.240907751;-2.400222001;-1.351771504;3.482506906;-1.469511862;0.195155354;3.042929986;-5.775199068;-2.981027954;3.241599155;0.930710139;1.546926857;2.802022234;-3.374977067;-1.629256451;-0.439576921;-4.305687206;-3.176183308;-8.169968966;-37.19663091;-0.402269727;-0.19215263;-43.57348495;-0.501206584;9.84118056;-35.5486617;3.474712148;15.63267145;6.456273358;2.858973464;7.977816336;-6.376854038;-0.098936856;18.01114953;1.647969204;3.876981876;23.80264041;43.65290427;3.261243192;10.03333319;8.024823243;3.975918732;15.82482408;50.0297583;3.360180048;5.791490886;42.00493506;-0.615738684;-0.173610407;-1.855231837;-1.305443802;-1.804965948;-1.121699343;-2.132701508;1.468782242;-0.096199105;-1.616322957;-2.221667942;1.978045965;-0.841941592;-1.631355541;0.733532494;-0.827257706;1.642392649;1.759032732;-0.310879155;-2.048057535;3.833277802;0.46350221;3.273748189;1.025500237;0.516378551;-0.416701994;3.099745308;1.290759916;-3.690450183;2.07424507;0.774381365;5186570;3391.5;1982;2569.727755;1.062081368;-0.022846502;-1.238229703
1253palmer_sem11_num27;180;12.6;9.85;1.5;-0.006590154;33.07683846;30.38902034;17.82822173;44.5269497;92.00789701;34.11236514;29.16083092;127.1273401;134.1499085;1.136694995;1.835667615;0.516093466;2.68781812;15.24861673;12.56079861;27.51343448;24.01448597;13.57018048;37.46976346;33.97891587;18.86652874;28.72598186;28.73374938;16.81668313;-9.956328979;8.743781599;-1.212547381;-9.964429906;5.245166491;-4.719263415;-5.296348266;2.049845616;-3.24650265;32.26548103;25.00696744;16.90608842;29.73454444;26.34687321;14.69716376;36.83502993;33.44069456;18.22982883;35.3759591;32.58404852;15.45909746;29.13184956;29.6474756;19.76985725;41.06917701;50.07988416;31.61494408;78.57578124;99.06536762;30.87023223;44.96410723;123.6792649;38.41806305;35.04471507;129.3962261;36.06763585;22.99924283;58.07718247;30.57242317;25.7244165;128.0961294;130.6228702;24.94950949;127.5050329;133.5789755;33.48192644;126.9189255;137.2651616;31.5360247;126.4847624;137.6541182;27.11923416;126.6238442;131.6505121;2.530936589;-1.339905767;2.208924656;-4.569548906;-8.433727115;-1.323740415;-3.110478072;-7.577081078;1.446990961;3.133631464;-4.640508161;-2.86376883;-7.100485494;-7.093821348;-3.532665071;-5.64141466;-6.237175311;-0.761933695;0.602694875;-3.300602394;-5.072693486;1.459070834;0.856646037;2.770731376;7.70318037;3.793218954;-1.540028415;6.244109535;2.936572917;-4.310759791;-37.50660423;-48.98548346;0.744711847;-3.89493022;-73.59938069;-6.803118974;6.024461941;-79.31634196;-4.452691773;18.06993417;-7.997298307;1.042520911;33.61167401;-24.61389723;-7.547830821;43.53106618;-30.3308585;-5.19740362;55.57653841;40.98818515;0.297809064;9.91939216;-5.716961271;2.350427201;21.96486439;65.60208238;7.845639885;12.04547223;71.31904365;5.495212684;0.774907005;0.591096502;-2.956105322;-7.757509944;1.177203863;-6.642291423;-5.811608196;1.611366961;-7.031247962;-1.394817666;1.472285198;-1.027641893;-8.53241695;0.586107361;-3.686186101;-6.586515202;1.020270458;-4.07514264;-2.169724671;0.881188696;1.928463429;1.945901748;0.434163098;-0.388956538;6.362692278;0.295081335;5.61464953;4.41679053;-0.139081762;6.003606069;5410836;3486;2043;2624.745222;1.01961031;-0.022712244;-1.272851567
1255palmer_sem11_num28;180;14.6;8.55;1;-0.007131416;29.56219561;26.56539896;19.59842885;26.65599566;72.72625122;30.1341941;24.45803355;128.0887603;131.5976902;1.131444832;1.513579573;0.386330795;2.996796652;9.963766762;6.96697011;28.59698356;25.62001294;17.02458462;30.16064399;26.89770207;19.3620113;24.99860137;23.86991624;17.64950273;-1.563660435;5.162042629;3.598382194;-1.277689129;3.027785829;1.7500967;-2.337426682;1.712508575;-0.624918107;32.92062102;30.47261538;22.84119095;30.26376152;27.01657657;17.44176042;30.07894709;26.5529358;18.96749931;27.22620546;23.48038442;17.17597266;26.61573353;25.92282714;20.26788681;33.37193845;52.61894182;32.77607223;38.17934364;90.44292825;32.0837308;27.22327843;93.71972468;31.21257564;19.26179006;85.41496751;27.32774942;15.29484301;41.60058437;26.93814749;27.07109879;128.1199368;130.5485993;26.20148354;127.8810911;132.9141;25.58700166;128.233477;132.8747368;20.92852473;128.6213833;131.6588419;22.67622957;127.588561;129.9986292;2.656859503;3.456038803;5.399430529;2.841673938;3.919679574;3.873691638;5.694415565;6.992230952;5.665218289;6.304887495;4.549788237;2.573304136;0.184814435;0.463640771;-1.525738891;3.037556062;3.536192149;0.26578776;3.648027993;1.093749434;-2.826126393;2.852741626;3.072551378;1.791526651;3.463213557;0.630108663;-1.300387502;0.610471931;-2.442442715;-3.091914153;-4.807405194;-37.82398643;0.692341432;6.148660021;-41.10078286;1.563496592;14.11014839;-32.79602569;5.448322807;18.07709544;11.01835745;5.837924743;10.95606522;-3.276796423;0.87115516;18.91755358;5.027960746;4.755981375;22.88450063;48.84234388;5.145583311;7.961488369;8.304757169;3.884826215;11.92843541;52.11914031;4.274428151;3.966947045;43.81438314;0.389601936;0.869615256;0.238845674;-2.365500758;1.48409713;-0.113540155;-2.326137584;6.142574064;-0.501446526;-1.11024262;4.394869228;0.53137584;0.549970071;0.614481874;-0.35238583;0.039363174;5.272958807;-0.7402922;1.255258138;3.525253971;0.292530166;2.915470829;4.658476934;-0.38790637;1.215894964;2.910772098;0.644915995;2.876107655;-1.747704836;1.032822366;1.660212691;5617419;3506.5;2110;2674.367791;1.01966247;-0.022645738;-1.118578623
1257palmer_sem11_num29;180;12.4;16.2;2;-0.005955356;38.82284329;22.35782361;18.51430009;52.92266321;103.5701315;38.68447438;24.62977975;133.6872757;132.3179532;1.772836299;2.109058415;0.536767633;16.46501968;20.3085432;3.84352352;51.36229441;18.68293139;15.89375092;36.69286332;21.72567156;17.83109555;30.434768;23.37303213;17.3658404;14.66943109;6.258095319;20.92752641;-3.042740167;-1.64736057;-4.690100737;-1.937344631;0.46525515;-1.472089482;41.78226198;27.49271764;20.11378883;45.32539769;18.23387515;15.59216561;36.54660832;21.11355573;17.12226056;32.86002011;22.23791055;16.48363917;30.50035512;24.68907201;19.79035795;33.82352465;76.74458051;51.86034876;58.28263976;138.7415312;44.5830985;69.98782758;133.7446999;36.98263522;64.55424437;114.5088828;32.78753616;38.10926683;54.30936437;30.26715788;32.32200443;134.5715711;131.716625;25.11084037;138.5172213;133.5810099;23.48014643;134.6508931;133.1365641;22.07279422;131.6971481;132.8206276;23.14495294;128.9966084;130.3420641;-3.54313571;9.25884249;4.521623226;5.235653659;6.379161914;2.991528272;8.922241862;5.25480709;3.630149665;11.28190685;2.80364563;0.32343088;8.778789369;-2.879680576;-1.530094954;12.46537757;-4.0040354;-0.891473561;14.82504256;-6.45519686;-4.198192346;3.686588203;-1.124354824;0.638621393;6.046253196;-3.575516283;-2.668097392;2.359664992;-2.451161459;-3.306718785;-24.45911511;-61.99695071;7.277250251;-36.16430293;-57.00011936;14.87771354;-30.73071972;-37.76430231;19.07281259;-4.285742174;22.43521614;21.59319088;-11.70518782;4.99683135;7.600463286;-6.271604609;24.23264841;11.79556234;20.17337294;84.43216685;14.31594063;5.433583209;19.23581706;4.195099056;31.87856075;79.4353355;6.71547734;26.44497754;60.19951845;2.520378285;7.21116406;-3.94565018;-1.864384847;8.841858007;-0.079322006;-1.419939036;10.24921021;2.874423;-1.104002596;9.177051493;5.574962705;1.374560907;1.630693947;3.866328175;0.44444581;3.03804615;6.82007318;0.76038225;1.965887433;9.520612885;3.238945753;1.407352204;2.953745005;0.31593644;0.335193486;5.65428471;2.794499943;-1.072158717;2.700539705;2.478563503;5020537;3269;2017;2528.308708;1.056495032;-0.022831995;-1.091095633
1259palmer_sem11_num30;180;13;8.7;1;-0.004957807;39.20417184;23.01624659;15.17730874;29.25612919;114.4834969;39.1257485;25.09050822;132.9759322;133.6806117;1.756055834;2.592070315;0.268809484;16.18792525;24.0268631;7.838937856;31.78809563;14.07606598;11.28378295;45.16678651;24.35409756;15.66416788;34.35015024;26.03377102;13.6032146;-13.37869088;10.81663627;-2.562054609;-10.27803158;-1.679673462;-11.95770505;-4.38038493;2.060953274;-2.319431655;38.13323016;26.88945951;17.08410318;37.37875015;17.04942469;13.14209321;44.4109447;24.10173194;14.95885537;41.80590858;24.49913011;12.87897296;32.98530703;26.95261472;16.23903906;24.25953484;61.6897899;34.9327943;46.83061613;126.9323628;36.28163995;39.61901407;154.8827462;44.5708521;23.58769423;151.1037987;41.7154131;11.9719118;78.13398451;33.10703274;21.18589396;130.8966969;129.9677651;20.50301997;135.0968053;132.563742;28.68913916;136.1155017;136.824057;27.04899212;134.2083185;136.8020846;25.73534567;128.5670759;132.2679034;0.754480018;9.840034816;3.942009972;-6.277714536;2.787727575;2.125247806;-3.672678413;2.390329401;4.205130219;5.147923135;-0.063155214;0.845064116;-7.032194554;-7.052307241;-1.816762166;-4.427158431;-7.449705415;0.263120247;4.393443117;-9.90319003;-3.096945857;2.605036123;-0.397398174;2.079882413;11.42563767;-2.850882789;-1.280183691;8.820601549;-2.453484615;-3.360066104;-22.57108129;-65.24257285;-1.348845649;-15.35947923;-93.19295631;-9.638057801;0.671840609;-89.41400881;-6.782618792;12.28762304;-16.44419461;1.825761562;7.211602053;-27.95038346;-8.289212151;23.2429219;-24.17143596;-5.433773143;34.85870433;48.79837824;3.174607211;16.03131984;3.778947494;2.855439009;27.64710228;76.7487617;11.46381936;11.61578243;72.9698142;8.608380353;0.682873984;-4.200108394;-2.595976937;-7.503245198;-5.21880479;-6.85629193;-5.863098166;-3.311621623;-6.834319534;-4.549451714;2.329620955;-2.300138259;-8.186119182;-1.018696396;-4.260314993;-6.54597215;0.888486771;-4.238342597;-5.232325698;6.52972935;0.295838678;1.640147032;1.907183168;0.021972396;2.953793485;7.548425746;4.556153671;1.313646452;5.641242578;4.534181275;5418582;3471;2105;2626.622901;1.02586951;-0.022665232;-1.16389085
